Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12497.0,82,3,6248.5,3,3,5,335,Regular
12498.0,21,3,403.70000000000005,4,3,2,432,Regular
12499.0,560,1,393.72,1,1,2,112,Regular
12500.0,23,19,5955.21,4,5,5,455,VIP
12501.0,337,1,2169.39,2,1,4,214,Regular
12502.0,96,5,3723.87,3,4,5,345,Regular
12503.0,584,1,1126.0,1,1,3,113,Regular
12504.0,18,4,779.05,5,3,3,533,Regular
12505.0,409,1,955.2,2,1,3,213,Regular
12506.0,233,1,73.5,2,1,1,211,Regular
12507.0,134,4,1844.06,3,3,4,334,Regular
12508.0,26,2,397.88,4,2,2,422,Regular
12509.0,284,1,176.5,2,1,1,211,Regular
12510.0,143,9,5178.02,3,5,5,355,Regular
12511.0,429,1,3084.02,1,1,5,115,Regular
12512.0,66,2,132.18,3,2,1,321,Regular
12513.0,113,1,612.29,3,1,3,313,Regular
12514.0,267,2,1597.76,2,2,4,224,Regular
12515.0,353,1,383.7,2,1,2,212,Regular
12516.0,78,4,2648.62,3,3,4,334,Regular
12517.0,28,5,2481.6,4,4,4,444,VIP
12518.0,1,5,2056.89,5,4,4,544,VIP
12519.0,64,2,716.54,3,2,3,323,Regular
12520.0,79,5,2634.26,3,4,4,344,Regular
12521.0,143,1,599.68,3,1,2,312,Regular
12522.0,39,2,192.72,4,2,1,421,Regular
12523.0,19,23,4352.35,5,5,5,555,VIP
12524.0,9,17,11126.11,5,5,5,555,VIP
12525.0,498,3,973.73,1,3,3,133,Regular
12526.0,1,3,1316.66,5,3,4,534,Regular
12527.0,82,5,735.51,3,4,3,343,Regular
12528.0,9,6,1933.48,5,4,4,544,VIP
12529.0,528,1,316.48,1,1,2,112,Regular
12530.0,60,9,3759.26,3,5,5,355,Regular
12531.0,15,2,1933.2,5,2,4,524,Regular
12532.0,30,1,349.83000000000004,4,1,2,412,Regular
12533.0,628,2,1367.89,1,2,4,124,Regular
12534.0,131,1,1089.18,3,1,3,313,Regular
12535.0,92,2,716.35,3,2,3,323,Regular
12536.0,43,3,12601.830000000002,4,3,5,435,Regular
12537.0,409,1,732.94,2,1,3,213,Regular
12538.0,29,2,640.45,4,2,3,423,Regular
12539.0,22,7,11214.75,4,4,5,445,VIP
12540.0,20,33,22254.49,4,5,5,455,VIP
12541.0,30,3,981.18,4,3,3,433,Regular
12542.0,484,2,481.88,1,2,2,122,Regular
12543.0,448,1,980.25,1,1,3,113,Regular
12544.0,36,1,372.7,4,1,2,412,Regular
12545.0,75,2,1000.39,3,2,3,323,Regular
12546.0,47,2,1161.5,4,2,3,423,Regular
12547.0,198,3,383.58,2,3,2,232,Regular
12548.0,166,1,95.19999999999999,3,1,1,311,Regular
12549.0,576,6,1575.68,1,4,4,144,At Risk
12550.0,79,1,964.83,3,1,3,313,Regular
12551.0,358,1,168.0,2,1,1,211,Regular
12552.0,39,2,437.82,4,2,2,422,Regular
12553.0,8,12,4608.75,5,5,5,555,VIP
12554.0,449,1,468.5,1,1,2,112,Regular
12555.0,682,1,129.23,1,1,1,111,Regular
12556.0,50,2,599.56,4,2,2,422,Regular
12557.0,16,8,18096.14,5,4,5,545,VIP
12558.0,8,1,269.96,5,1,1,511,Regular
12559.0,311,2,561.71,2,2,2,222,Regular
12560.0,5,3,2134.01,5,3,4,534,Regular
12561.0,303,1,238.85,2,1,1,211,Regular
12562.0,8,9,4966.92,5,5,5,555,VIP
12563.0,409,1,249.24,2,1,1,211,Regular
12564.0,261,1,456.90000000000003,2,1,2,212,Regular
12565.0,289,1,145.92000000000002,2,1,1,211,Regular
12566.0,86,1,351.65,3,1,2,312,Regular
12567.0,23,15,11767.48,4,5,5,455,VIP
12568.0,645,1,70.0,1,1,1,111,Regular
12569.0,2,32,4124.6900000000005,5,5,5,555,VIP
12570.0,682,1,77.52,1,1,1,111,Regular
12571.0,40,2,519.61,4,2,2,422,Regular
12572.0,9,2,1020.4200000000001,5,2,3,523,Regular
12573.0,227,5,717.41,2,4,3,243,At Risk
12574.0,316,1,218.45000000000002,2,1,1,211,Regular
12575.0,457,2,622.82,1,2,3,123,Regular
12576.0,36,8,2142.7200000000003,4,4,4,444,VIP
12577.0,35,8,1617.1,4,4,4,444,VIP
12578.0,21,4,4642.45,4,3,5,435,Regular
12579.0,78,1,440.42,3,1,2,312,Regular
12580.0,247,2,1052.9,2,2,3,223,Regular
12581.0,40,1,197.71,4,1,1,411,Regular
12582.0,239,4,1980.4,2,3,4,234,At Risk
12583.0,3,27,13591.58,5,5,5,555,VIP
12584.0,4,9,2338.15,5,5,4,554,VIP
12585.0,234,2,2040.1,2,2,4,224,Regular
12586.0,17,4,2062.67,5,3,4,534,Regular
12587.0,8,1,144.0,5,1,1,511,Regular
12588.0,39,4,958.78,4,3,3,433,Regular
12589.0,29,8,4695.66,4,4,5,445,VIP
12590.0,211,2,9864.26,2,2,5,225,Regular
12591.0,317,3,1338.95,2,3,4,234,Regular
12592.0,92,5,2582.66,3,4,4,344,Regular
12593.0,109,3,418.1,3,3,2,332,Regular
12594.0,38,15,5090.110000000001,4,5,5,455,VIP
12595.0,505,1,299.02,1,1,2,112,Regular
12596.0,51,2,618.27,4,2,3,423,Regular
12597.0,19,4,3811.22,5,3,5,535,Regular
12598.0,10,11,4534.09,5,5,5,555,VIP
12599.0,29,13,2296.72,4,5,4,454,VIP
12600.0,29,21,4967.42,4,5,5,455,VIP
12601.0,190,6,681.26,2,4,3,243,At Risk
12602.0,59,1,153.12,4,1,1,411,Regular
12603.0,22,1,739.1999999999999,4,1,3,413,Regular
12604.0,79,2,254.18,3,2,1,321,Regular
12605.0,376,4,1232.95,2,3,4,234,At Risk
12606.0,682,1,21.0,1,1,1,111,Regular
12607.0,60,1,1579.51,3,1,4,314,Regular
12608.0,405,1,415.79,2,1,2,212,Regular
12609.0,78,9,3435.86,3,5,5,355,Regular
12610.0,23,5,2099.54,4,4,4,444,VIP
12611.0,52,1,1193.32,4,1,3,413,Regular
12612.0,74,1,704.04,3,1,3,313,Regular
12613.0,57,10,6817.37,4,5,5,455,VIP
12614.0,278,1,315.6,2,1,2,212,Regular
12615.0,2,8,5740.9800000000005,5,4,5,545,VIP
12616.0,95,3,1131.1,3,3,3,333,Regular
12617.0,29,1,352.98,4,1,2,412,Regular
12618.0,22,1,177.31,4,1,1,411,Regular
12619.0,16,10,3781.38,5,5,5,555,VIP
12620.0,15,3,1339.41,5,3,4,534,Regular
12621.0,2,35,24311.2,5,5,5,555,VIP
12622.0,232,1,180.1,2,1,1,211,Regular
12623.0,276,7,3747.84,2,4,5,245,At Risk
12624.0,106,2,641.13,3,2,3,323,Regular
12625.0,212,4,5164.88,2,3,5,235,At Risk
12626.0,23,9,6620.4800000000005,4,5,5,455,VIP
12627.0,11,7,4478.53,5,4,5,545,VIP
12628.0,4,3,786.46,5,3,3,533,Regular
12629.0,386,2,1558.22,2,2,4,224,Regular
12630.0,10,2,1270.88,5,2,4,524,Regular
12631.0,57,6,3481.57,4,4,5,445,VIP
12632.0,521,2,804.88,1,2,3,123,Regular
12633.0,59,7,5678.16,4,4,5,445,VIP
12634.0,536,2,490.0,1,2,2,122,Regular
12635.0,90,4,2930.41,3,3,5,335,Regular
12636.0,739,1,141.0,1,1,1,111,Regular
12637.0,67,12,8283.81,3,5,5,355,Regular
12638.0,33,2,921.49,4,2,3,423,Regular
12639.0,239,3,1312.3700000000001,2,3,4,234,Regular
12640.0,24,3,1174.58,4,3,3,433,Regular
12641.0,115,1,185.9,3,1,1,311,Regular
12642.0,25,3,1013.26,4,3,3,433,Regular
12643.0,128,12,8304.82,3,5,5,355,Regular
12644.0,130,4,1918.49,3,3,4,334,Regular
12645.0,34,8,3539.3,4,4,5,445,VIP
12646.0,5,2,1346.97,5,2,4,524,Regular
12647.0,22,36,16955.55,4,5,5,455,VIP
12648.0,155,4,1112.0,3,3,3,333,Regular
12649.0,107,8,2294.65,3,4,4,344,Regular
12650.0,3,1,314.44,5,1,2,512,Regular
12651.0,335,4,377.75,2,3,2,232,At Risk
12652.0,331,2,1017.0300000000001,2,2,3,223,Regular
12653.0,149,3,4160.83,3,3,5,335,Regular
12654.0,11,5,601.98,5,4,2,542,Regular
12655.0,424,1,261.35,1,1,1,111,Regular
12656.0,17,8,6407.83,5,4,5,545,VIP
12657.0,11,4,1643.18,5,3,4,534,Regular
12658.0,19,1,686.05,5,1,3,513,Regular
12659.0,30,1,91.68,4,1,1,411,Regular
12660.0,11,1,245.10000000000002,5,1,1,511,Regular
12661.0,436,1,162.0,1,1,1,111,Regular
12662.0,1,20,6726.54,5,5,5,555,VIP
12663.0,625,2,239.4,1,2,1,121,Regular
12664.0,8,11,6070.04,5,5,5,555,VIP
12665.0,325,3,313.6,2,3,2,232,Regular
12666.0,394,1,1248.42,2,1,4,214,Regular
12667.0,58,1,620.13,4,1,3,413,Regular
12668.0,12,10,11383.03,5,5,5,555,VIP
12669.0,151,3,2744.0299999999997,3,3,4,334,Regular
12670.0,10,7,3760.29,5,4,5,545,VIP
12671.0,606,1,2622.481,1,1,4,114,Regular
12672.0,330,2,437.05,2,2,2,222,Regular
12673.0,5,3,1230.02,5,3,4,534,Regular
12674.0,39,4,1970.6,4,3,4,434,Regular
12675.0,554,2,957.25,1,2,3,123,Regular
12676.0,25,11,2843.09,4,5,4,454,VIP
12677.0,555,2,395.1,1,2,2,122,Regular
12678.0,42,21,34281.18,4,5,5,455,VIP
12679.0,59,4,1113.02,4,3,3,433,Regular
12680.0,1,4,880.81,5,3,3,533,Regular
12681.0,15,45,29834.760000000002,5,5,5,555,VIP
12682.0,4,52,22950.22,5,5,5,555,VIP
12683.0,4,21,11633.7,5,5,5,555,VIP
12684.0,8,7,2283.63,5,4,4,544,VIP
12685.0,28,6,2863.08,4,4,4,444,VIP
12686.0,372,1,89.14,2,1,1,211,Regular
12687.0,481,2,2138.91,1,2,4,124,Regular
12688.0,114,1,4873.81,3,1,5,315,Regular
12689.0,26,2,1247.6100000000001,4,2,4,424,Regular
12690.0,206,1,389.01,2,1,2,212,Regular
12691.0,28,7,1170.4,4,4,3,443,Regular
12692.0,637,1,110.95,1,1,1,111,Regular
12693.0,127,7,1703.02,3,4,4,344,Regular
12694.0,70,3,1843.35,3,3,4,334,Regular
12695.0,7,7,1407.1200000000001,5,4,4,544,VIP
12696.0,435,2,851.91,1,2,3,123,Regular
12697.0,29,3,957.59,4,3,3,433,Regular
12698.0,590,1,339.75,1,1,2,112,Regular
12699.0,418,1,638.11,1,1,3,113,Regular
12700.0,8,4,4939.99,5,3,5,535,Regular
12701.0,80,6,2446.41,3,4,4,344,Regular
12702.0,20,1,219.0,4,1,1,411,Regular
12703.0,71,4,1006.53,3,3,3,333,Regular
12704.0,7,8,2340.84,5,4,4,544,VIP
12705.0,15,14,11762.1,5,5,5,555,VIP
12707.0,292,1,603.42,2,1,2,212,Regular
12708.0,30,18,5117.66,4,5,5,455,VIP
12709.0,15,34,30291.76,5,5,5,555,VIP
12710.0,97,3,1149.02,3,3,3,333,Regular
12711.0,612,2,1339.05,1,2,4,124,Regular
12712.0,29,21,6723.03,4,5,5,455,VIP
12713.0,1,1,848.55,5,1,3,513,Regular
12714.0,9,12,14093.710000000001,5,5,5,555,VIP
12715.0,106,1,343.36,3,1,2,312,Regular
12716.0,4,2,1053.49,5,2,3,523,Regular
12717.0,151,3,1308.91,3,3,4,334,Regular
12718.0,71,1,238.25,3,1,1,311,Regular
12719.0,5,2,644.95,5,2,3,523,Regular
12720.0,3,30,7787.28,5,5,5,555,VIP
12721.0,32,8,4013.08,4,4,5,445,VIP
12722.0,85,4,997.63,3,3,3,333,Regular
12723.0,4,5,725.07,5,4,3,543,Regular
12724.0,5,7,2317.52,5,4,4,544,VIP
12725.0,371,4,2266.76,2,3,4,234,At Risk
12726.0,28,11,4014.6,4,5,5,455,VIP
12727.0,11,10,5679.53,5,5,5,555,VIP
12728.0,71,5,1070.17,3,4,3,343,Regular
12729.0,114,1,453.01,3,1,2,312,Regular
12730.0,522,1,829.25,1,1,3,113,Regular
12731.0,24,17,25775.71,4,5,5,455,VIP
12732.0,180,1,236.26000000000002,3,1,1,311,Regular
12733.0,234,4,2424.87,2,3,4,234,At Risk
12734.0,353,3,639.65,2,3,3,233,Regular
12735.0,315,2,779.5699999999999,2,2,3,223,Regular
12736.0,333,1,234.0,2,1,1,211,Regular
12737.0,499,2,3710.5,1,2,5,125,Regular
12738.0,372,1,155.35,2,1,1,211,Regular
12739.0,78,4,2726.73,3,3,4,334,Regular
12740.0,64,1,427.6,3,1,2,312,Regular
12741.0,529,2,406.07,1,2,2,122,Regular
12742.0,626,1,1201.52,1,1,3,113,Regular
12743.0,134,2,540.13,3,2,2,322,Regular
12744.0,52,11,25317.06,4,5,5,455,VIP
12745.0,487,3,925.41,1,3,3,133,Regular
12746.0,541,1,254.55,1,1,1,111,Regular
12747.0,2,26,8898.48,5,5,5,555,VIP
12748.0,1,336,53539.64,5,5,5,555,VIP
12749.0,4,9,6897.36,5,5,5,555,VIP
12750.0,129,1,275.88,3,1,1,311,Regular
12751.0,445,1,268.27,1,1,1,111,Regular
12752.0,81,1,4366.78,3,1,5,315,Regular
12753.0,23,6,21429.39,4,4,5,445,VIP
12754.0,236,3,3010.74,2,3,5,235,Regular
12755.0,281,11,5236.26,2,5,5,255,At Risk
12756.0,87,1,112.08,3,1,1,311,Regular
12757.0,16,13,7834.650000000001,5,5,5,555,VIP
12758.0,117,7,9903.24,3,4,5,345,Regular
12759.0,52,8,5020.74,4,4,5,445,VIP
12760.0,456,1,347.8,1,1,2,112,Regular
12761.0,458,2,782.95,1,2,3,123,Regular
12762.0,8,2,1898.52,5,2,4,524,Regular
12763.0,138,2,494.08,3,2,2,322,Regular
12764.0,317,1,1693.88,2,1,4,214,Regular
12765.0,472,6,1404.58,1,4,4,144,At Risk
12766.0,4,9,8918.99,5,5,5,555,VIP
12767.0,376,1,949.82,2,1,3,213,Regular
12768.0,451,1,168.69,1,1,1,111,Regular
12769.0,239,1,1143.6,2,1,3,213,Regular
12770.0,211,2,3246.45,2,2,5,225,Regular
12771.0,486,1,282.3,1,1,1,111,Regular
12772.0,60,1,892.47,3,1,3,313,Regular
12773.0,564,1,124.25,1,1,1,111,Regular
12774.0,536,1,98.7,1,1,1,111,Regular
12775.0,17,7,1686.1200000000001,5,4,4,544,VIP
12776.0,668,1,55.5,1,1,1,111,Regular
12777.0,458,1,519.45,1,1,2,112,Regular
12778.0,20,9,1775.68,4,5,4,454,VIP
12779.0,38,14,6474.11,4,5,5,455,VIP
12780.0,599,1,337.4,1,1,2,112,Regular
12781.0,64,2,826.74,3,2,3,323,Regular
12782.0,5,11,4618.24,5,5,5,555,VIP
12783.0,2,6,2225.91,5,4,4,544,VIP
12784.0,9,3,1763.15,5,3,4,534,Regular
12785.0,364,3,1100.4,2,3,3,233,Regular
12786.0,610,1,728.5000000000001,1,1,3,113,Regular
12787.0,10,4,862.1800000000001,5,3,3,533,Regular
12788.0,463,4,444.90000000000003,1,3,2,132,At Risk
12789.0,65,3,273.35,3,3,1,331,Regular
12790.0,192,2,591.85,2,2,2,222,Regular
12791.0,374,6,863.51,2,4,3,243,At Risk
12792.0,257,2,827.01,2,2,3,223,Regular
12793.0,335,3,885.53,2,3,3,233,Regular
12794.0,53,2,860.41,4,2,3,423,Regular
12795.0,19,1,430.48,5,1,2,512,Regular
12796.0,628,1,381.0,1,1,2,112,Regular
12797.0,366,2,552.08,2,2,2,222,Regular
12798.0,10,4,8510.93,5,3,5,535,Regular
12799.0,529,1,219.35,1,1,1,111,Regular
12800.0,470,3,584.25,1,3,2,132,Regular
12801.0,501,1,1071.82,1,1,3,113,Regular
12802.0,187,7,2416.42,3,4,4,344,Regular
12803.0,393,1,1092.81,2,1,3,213,Regular
12804.0,466,2,325.37,1,2,2,122,Regular
12805.0,382,4,1434.95,2,3,4,234,At Risk
12806.0,435,4,2878.96,1,3,4,134,At Risk
12807.0,383,1,330.35,2,1,2,212,Regular
12808.0,37,5,776.7,4,4,3,443,Regular
12809.0,178,3,1755.94,3,3,4,334,Regular
12810.0,535,2,534.99,1,2,2,122,Regular
12811.0,261,5,1033.9,2,4,3,243,At Risk
12812.0,45,1,229.64000000000001,4,1,1,411,Regular
12813.0,502,3,1687.8,1,3,4,134,Regular
12814.0,102,1,125.92,3,1,1,311,Regular
12815.0,148,2,1063.46,3,2,3,323,Regular
12816.0,96,2,572.2,3,2,2,322,Regular
12817.0,281,3,690.98,2,3,3,233,Regular
12818.0,262,1,1542.08,2,1,4,214,Regular
12819.0,458,1,540.52,1,1,2,112,Regular
12820.0,3,11,2689.52,5,5,4,554,VIP
12821.0,214,2,220.8,2,2,1,221,Regular
12822.0,71,2,948.88,3,2,3,323,Regular
12823.0,75,18,6501.5,3,5,5,355,Regular
12824.0,60,1,397.12,3,1,2,312,Regular
12825.0,521,2,518.63,1,2,2,122,Regular
12826.0,3,12,2800.75,5,5,4,554,VIP
12827.0,6,3,430.15,5,3,2,532,Regular
12828.0,3,6,1018.71,5,4,3,543,Regular
12829.0,337,3,385.3,2,3,2,232,Regular
12830.0,38,6,6814.64,4,4,5,445,VIP
12831.0,262,3,451.11,2,3,2,232,Regular
12832.0,32,2,383.03000000000003,4,2,2,422,Regular
12833.0,145,1,417.38,3,1,2,312,Regular
12834.0,283,1,312.38,2,1,2,212,Regular
12835.0,428,41,5996.83,1,5,5,155,At Risk
12836.0,59,15,6559.7300000000005,4,5,5,455,VIP
12837.0,173,2,662.66,3,2,3,323,Regular
12838.0,34,10,2975.91,4,5,5,455,VIP
12839.0,3,26,9669.12,5,5,5,555,VIP
12840.0,144,7,4041.9700000000003,3,4,5,345,Regular
12841.0,5,40,6958.2,5,5,5,555,VIP
12842.0,70,4,1917.99,3,3,4,334,Regular
12843.0,66,30,6583.36,3,5,5,355,Regular
12844.0,29,4,648.6,4,3,3,433,Regular
12845.0,267,4,354.09000000000003,2,3,2,232,At Risk
12846.0,682,1,15.58,1,1,1,111,Regular
12847.0,22,2,1609.0,4,2,4,424,Regular
12848.0,676,1,208.0,1,1,1,111,Regular
12849.0,31,6,3042.4700000000003,4,4,5,445,VIP
12850.0,446,1,330.0,1,1,2,112,Regular
12851.0,97,2,280.76,3,2,1,321,Regular
12852.0,295,1,311.55,2,1,2,212,Regular
12853.0,135,11,3907.5,3,5,5,355,Regular
12854.0,79,7,2970.9700000000003,3,4,5,345,Regular
12855.0,373,4,612.84,2,3,3,233,At Risk
12856.0,8,6,2170.78,5,4,4,544,VIP
12857.0,211,6,3688.0,2,4,5,245,At Risk
12858.0,383,1,147.27,2,1,1,211,Regular
12859.0,459,1,575.1,1,1,2,112,Regular
12860.0,693,1,54.22,1,1,1,111,Regular
12861.0,620,1,68.25,1,1,1,111,Regular
12862.0,426,2,984.62,1,2,3,123,Regular
12863.0,52,6,2792.55,4,4,4,444,VIP
12864.0,138,2,299.57,3,2,2,322,Regular
12865.0,26,4,3323.4700000000003,4,3,5,435,Regular
12866.0,283,3,1227.35,2,3,4,234,Regular
12867.0,26,13,7829.26,4,5,5,455,VIP
12868.0,186,8,2043.76,3,4,4,344,Regular
12869.0,682,1,337.66999999999996,1,1,2,112,Regular
12870.0,375,3,1676.95,2,3,4,234,Regular
12871.0,84,3,744.02,3,3,3,333,Regular
12872.0,327,12,3283.96,2,5,5,255,At Risk
12873.0,282,3,2027.3,2,3,4,234,Regular
12874.0,385,2,948.42,2,2,3,223,Regular
12875.0,143,5,1356.9900000000002,3,4,4,344,Regular
12876.0,58,4,4081.79,4,3,5,435,Regular
12877.0,4,20,2942.14,5,5,5,555,VIP
12878.0,236,2,854.99,2,2,3,223,Regular
12879.0,45,3,573.22,4,3,2,432,Regular
12880.0,382,2,640.13,2,2,3,223,Regular
12881.0,276,1,298.0,2,1,2,212,Regular
