Customer ID,Revenue,Orders,AOV,Purchase_Frequency,Lifespan,CLV
12413.0,999.45,4,249.8625,4,3,2998.3500000000004
12414.0,952.4100000000001,6,158.735,6,3,2857.2300000000005
12415.0,144458.37,28,5159.2275,28,3,433375.11
12416.0,202.56,1,202.56,1,3,607.6800000000001
12417.0,6797.41,20,339.8705,20,3,20392.23
12418.0,2021.2,4,505.3,4,3,6063.6
12419.0,503.01,2,251.505,2,3,1509.03
12420.0,600.39,1,600.39,1,3,1801.17
12421.0,1098.6,6,183.1,6,3,3295.7999999999997
12422.0,5231.8,17,307.7529411764706,17,3,15695.400000000001
12423.0,2622.39,10,262.239,10,3,7867.17
12424.0,3340.0299999999997,4,835.0074999999999,4,3,10020.09
12425.0,1741.41,2,870.705,2,3,5224.2300000000005
12426.0,1345.21,2,672.605,2,3,4035.63
12427.0,825.8000000000001,3,275.2666666666667,3,3,2477.4000000000005
12428.0,7956.46,9,884.0511111111111,9,3,23869.38
12429.0,6204.41,8,775.55125,8,3,18613.23
12430.0,256.4,1,256.4,1,3,769.1999999999999
12431.0,10432.220000000001,27,386.37851851851855,27,3,31296.660000000003
12432.0,5059.32,5,1011.8639999999999,5,3,15177.96
12433.0,16794.14,10,1679.414,10,3,50382.42
12434.0,1103.43,3,367.81,3,3,3310.29
12435.0,13925.93,6,2320.9883333333332,6,3,41777.79
12436.0,509.01,1,509.01,1,3,1527.03
12437.0,12683.4,39,325.2153846153846,39,3,38050.2
12438.0,2906.85,2,1453.425,2,3,8720.55
12439.0,1142.88,2,571.44,2,3,3428.6400000000003
12440.0,859.2,2,429.6,2,3,2577.6000000000004
12441.0,173.55,1,173.55,1,3,520.6500000000001
12442.0,172.06,1,172.06,1,3,516.1800000000001
12443.0,485.31,1,485.31,1,3,1455.93
12444.0,5005.46,5,1001.092,5,3,15016.380000000001
12445.0,434.98,2,217.49,2,3,1304.94
12446.0,1002.3100000000001,1,1002.3100000000001,1,3,3006.9300000000003
12447.0,476.49,1,476.49,1,3,1429.47
12448.0,449.45,1,449.45,1,3,1348.35
12449.0,4835.89,6,805.9816666666667,6,3,14507.670000000002
12450.0,688.2,5,137.64000000000001,5,3,2064.6000000000004
12451.0,12669.88,8,1583.735,8,3,38009.64
12452.0,430.57000000000005,2,215.28500000000003,2,3,1291.71
12453.0,707.09,1,707.09,1,3,2121.27
12454.0,16679.78,5,3335.9559999999997,5,3,50039.34
12455.0,5879.95,10,587.995,10,3,17639.85
12456.0,3181.04,3,1060.3466666666666,3,3,9543.119999999999
12457.0,2995.91,8,374.48875,8,3,8987.73
12458.0,1777.49,4,444.3725,4,3,5332.47
12459.0,454.36,1,454.36,1,3,1363.08
12460.0,326.65,1,326.65,1,3,979.9499999999999
12461.0,826.88,2,413.44,2,3,2480.64
12462.0,1189.59,2,594.795,2,3,3568.7699999999995
12463.0,1344.78,4,336.195,4,3,4034.34
12464.0,1212.05,8,151.50625,8,3,3636.1499999999996
12465.0,742.19,2,371.095,2,3,2226.57
12466.0,56.73,1,56.73,1,3,170.19
12467.0,132.8,1,132.8,1,3,398.40000000000003
12468.0,3670.7400000000002,5,734.148,5,3,11012.220000000001
12469.0,3070.54,2,1535.27,2,3,9211.619999999999
12470.0,211.95,1,211.95,1,3,635.8499999999999
12471.0,39918.19,79,505.2935443037975,79,3,119754.57
12472.0,16249.29,19,855.2257894736842,19,3,48747.87
12473.0,3928.05,5,785.61,5,3,11784.150000000001
12474.0,12372.75,31,399.1209677419355,31,3,37118.25
12475.0,1149.64,2,574.82,2,3,3448.92
12476.0,14083.91,23,612.3439130434782,23,3,42251.729999999996
12477.0,20276.37,9,2252.93,9,3,60829.11
12478.0,680.99,1,680.99,1,3,2042.97
12479.0,527.2,1,527.2,1,3,1581.6000000000001
12480.0,5464.85,7,780.6928571428572,7,3,16394.550000000003
12481.0,12185.51,15,812.3673333333334,15,3,36556.53
12482.0,23691.4,29,816.944827586207,29,3,71074.20000000001
12483.0,5097.18,19,268.27263157894737,19,3,15291.54
12484.0,6354.1,12,529.5083333333333,12,3,19062.300000000003
12485.0,708.1,1,708.1,1,3,2124.3
12486.0,1037.28,1,1037.28,1,3,3111.84
12487.0,285.3,1,285.3,1,3,855.9000000000001
12488.0,1298.66,3,432.8866666666667,3,3,3895.9800000000005
12489.0,334.93,1,334.93,1,3,1004.79
12490.0,9823.64,21,467.79238095238094,21,3,29470.92
12491.0,460.40000000000003,1,460.40000000000003,1,3,1381.2
12492.0,715.21,3,238.40333333333334,3,3,2145.63
12493.0,433.74,2,216.87,2,3,1301.22
12494.0,1815.27,9,201.69666666666666,9,3,5445.8099999999995
12495.0,357.4,1,357.4,1,3,1072.1999999999998
12496.0,45.34,2,22.67,2,3,136.02
12497.0,6248.5,3,2082.8333333333335,3,3,18745.5
12498.0,403.70000000000005,3,134.5666666666667,3,3,1211.1000000000001
12499.0,393.72,1,393.72,1,3,1181.16
12500.0,5955.21,19,313.4321052631579,19,3,17865.63
12501.0,2169.39,1,2169.39,1,3,6508.17
12502.0,3723.87,5,744.774,5,3,11171.61
12503.0,1126.0,1,1126.0,1,3,3378.0
12504.0,779.05,4,194.7625,4,3,2337.1499999999996
12505.0,955.2,1,955.2,1,3,2865.6000000000004
12506.0,73.5,1,73.5,1,3,220.5
12507.0,1844.06,4,461.015,4,3,5532.18
12508.0,397.88,2,198.94,2,3,1193.6399999999999
12509.0,176.5,1,176.5,1,3,529.5
12510.0,5178.02,9,575.3355555555556,9,3,15534.060000000001
12511.0,3084.02,1,3084.02,1,3,9252.06
12512.0,132.18,2,66.09,2,3,396.54
12513.0,612.29,1,612.29,1,3,1836.87
12514.0,1597.76,2,798.88,2,3,4793.28
12515.0,383.7,1,383.7,1,3,1151.1
12516.0,2648.62,4,662.155,4,3,7945.86
12517.0,2481.6,5,496.32,5,3,7444.799999999999
12518.0,2056.89,5,411.378,5,3,6170.67
12519.0,716.54,2,358.27,2,3,2149.62
12520.0,2634.26,5,526.8520000000001,5,3,7902.780000000001
12521.0,599.68,1,599.68,1,3,1799.04
12522.0,192.72,2,96.36,2,3,578.16
12523.0,4352.35,23,189.2326086956522,23,3,13057.050000000001
12524.0,11126.11,17,654.4770588235294,17,3,33378.33
12525.0,973.73,3,324.57666666666665,3,3,2921.19
12526.0,1316.66,3,438.8866666666667,3,3,3949.9800000000005
12527.0,735.51,5,147.102,5,3,2206.5299999999997
12528.0,1933.48,6,322.24666666666667,6,3,5800.4400000000005
12529.0,316.48,1,316.48,1,3,949.44
12530.0,3759.26,9,417.6955555555556,9,3,11277.78
12531.0,1933.2,2,966.6,2,3,5799.6
12532.0,349.83000000000004,1,349.83000000000004,1,3,1049.4900000000002
12533.0,1367.89,2,683.945,2,3,4103.67
12534.0,1089.18,1,1089.18,1,3,3267.54
12535.0,716.35,2,358.175,2,3,2149.05
12536.0,12601.830000000002,3,4200.610000000001,3,3,37805.490000000005
12537.0,732.94,1,732.94,1,3,2198.82
12538.0,640.45,2,320.225,2,3,1921.3500000000001
12539.0,11214.75,7,1602.107142857143,7,3,33644.25
12540.0,22254.49,33,674.3784848484848,33,3,66763.47
12541.0,981.18,3,327.06,3,3,2943.54
12542.0,481.88,2,240.94,2,3,1445.6399999999999
12543.0,980.25,1,980.25,1,3,2940.75
12544.0,372.7,1,372.7,1,3,1118.1
12545.0,1000.39,2,500.195,2,3,3001.17
12546.0,1161.5,2,580.75,2,3,3484.5
12547.0,383.58,3,127.86,3,3,1150.74
12548.0,95.19999999999999,1,95.19999999999999,1,3,285.59999999999997
12549.0,1575.68,6,262.61333333333334,6,3,4727.04
12550.0,964.83,1,964.83,1,3,2894.4900000000002
12551.0,168.0,1,168.0,1,3,504.0
12552.0,437.82,2,218.91,2,3,1313.46
12553.0,4608.75,12,384.0625,12,3,13826.25
12554.0,468.5,1,468.5,1,3,1405.5
12555.0,129.23,1,129.23,1,3,387.68999999999994
12556.0,599.56,2,299.78,2,3,1798.6799999999998
12557.0,18096.14,8,2262.0175,8,3,54288.42
12558.0,269.96,1,269.96,1,3,809.8799999999999
12559.0,561.71,2,280.855,2,3,1685.13
12560.0,2134.01,3,711.3366666666667,3,3,6402.030000000001
12561.0,238.85,1,238.85,1,3,716.55
12562.0,4966.92,9,551.88,9,3,14900.76
12563.0,249.24,1,249.24,1,3,747.72
12564.0,456.90000000000003,1,456.90000000000003,1,3,1370.7
12565.0,145.92000000000002,1,145.92000000000002,1,3,437.76000000000005
12566.0,351.65,1,351.65,1,3,1054.9499999999998
12567.0,11767.48,15,784.4986666666666,15,3,35302.44
12568.0,70.0,1,70.0,1,3,210.0
12569.0,4124.6900000000005,32,128.89656250000002,32,3,12374.070000000002
12570.0,77.52,1,77.52,1,3,232.56
12571.0,519.61,2,259.805,2,3,1558.83
12572.0,1020.4200000000001,2,510.21000000000004,2,3,3061.26
12573.0,717.41,5,143.482,5,3,2152.23
12574.0,218.45000000000002,1,218.45000000000002,1,3,655.35
12575.0,622.82,2,311.41,2,3,1868.46
12576.0,2142.7200000000003,8,267.84000000000003,8,3,6428.160000000001
12577.0,1617.1,8,202.1375,8,3,4851.299999999999
12578.0,4642.45,4,1160.6125,4,3,13927.349999999999
12579.0,440.42,1,440.42,1,3,1321.26
12580.0,1052.9,2,526.45,2,3,3158.7000000000003
12581.0,197.71,1,197.71,1,3,593.13
12582.0,1980.4,4,495.1,4,3,5941.200000000001
12583.0,13591.58,27,503.39185185185187,27,3,40774.74
12584.0,2338.15,9,259.7944444444445,9,3,7014.450000000002
12585.0,2040.1,2,1020.05,2,3,6120.299999999999
12586.0,2062.67,4,515.6675,4,3,6188.01
12587.0,144.0,1,144.0,1,3,432.0
12588.0,958.78,4,239.695,4,3,2876.34
12589.0,4695.66,8,586.9575,8,3,14086.98
12590.0,9864.26,2,4932.13,2,3,29592.78
12591.0,1338.95,3,446.31666666666666,3,3,4016.8500000000004
12592.0,2582.66,5,516.5319999999999,5,3,7747.98
12593.0,418.1,3,139.36666666666667,3,3,1254.3000000000002
12594.0,5090.110000000001,15,339.3406666666667,15,3,15270.330000000002
12595.0,299.02,1,299.02,1,3,897.06
12596.0,618.27,2,309.135,2,3,1854.81
12597.0,3811.22,4,952.805,4,3,11433.66
12598.0,4534.09,11,412.19,11,3,13602.27
12599.0,2296.72,13,176.67076923076922,13,3,6890.16
12600.0,4967.42,21,236.54380952380953,21,3,14902.26
12601.0,681.26,6,113.54333333333334,6,3,2043.78
12602.0,153.12,1,153.12,1,3,459.36
12603.0,739.1999999999999,1,739.1999999999999,1,3,2217.6
12604.0,254.18,2,127.09,2,3,762.54
12605.0,1232.95,4,308.2375,4,3,3698.8500000000004
12606.0,21.0,1,21.0,1,3,63.0
12607.0,1579.51,1,1579.51,1,3,4738.53
12608.0,415.79,1,415.79,1,3,1247.3700000000001
12609.0,3435.86,9,381.76222222222225,9,3,10307.58
12610.0,2099.54,5,419.908,5,3,6298.62
12611.0,1193.32,1,1193.32,1,3,3579.96
12612.0,704.04,1,704.04,1,3,2112.12
12613.0,6817.37,10,681.737,10,3,20452.11
12614.0,315.6,1,315.6,1,3,946.8000000000001
12615.0,5740.9800000000005,8,717.6225000000001,8,3,17222.940000000002
12616.0,1131.1,3,377.0333333333333,3,3,3393.2999999999997
12617.0,352.98,1,352.98,1,3,1058.94
12618.0,177.31,1,177.31,1,3,531.9300000000001
12619.0,3781.38,10,378.13800000000003,10,3,11344.14
12620.0,1339.41,3,446.47,3,3,4018.2300000000005
12621.0,24311.2,35,694.6057142857143,35,3,72933.6
12622.0,180.1,1,180.1,1,3,540.3
12623.0,3747.84,7,535.4057142857143,7,3,11243.52
12624.0,641.13,2,320.565,2,3,1923.3899999999999
12625.0,5164.88,4,1291.22,4,3,15494.64
12626.0,6620.4800000000005,9,735.6088888888889,9,3,19861.440000000002
12627.0,4478.53,7,639.79,7,3,13435.59
12628.0,786.46,3,262.15333333333336,3,3,2359.38
12629.0,1558.22,2,779.11,2,3,4674.66
12630.0,1270.88,2,635.44,2,3,3812.6400000000003
12631.0,3481.57,6,580.2616666666667,6,3,10444.71
12632.0,804.88,2,402.44,2,3,2414.64
12633.0,5678.16,7,811.1657142857142,7,3,17034.48
12634.0,490.0,2,245.0,2,3,1470.0
12635.0,2930.41,4,732.6025,4,3,8791.23
12636.0,141.0,1,141.0,1,3,423.0
12637.0,8283.81,12,690.3175,12,3,24851.43
12638.0,921.49,2,460.745,2,3,2764.4700000000003
12639.0,1312.3700000000001,3,437.4566666666667,3,3,3937.1100000000006
12640.0,1174.58,3,391.52666666666664,3,3,3523.74
12641.0,185.9,1,185.9,1,3,557.7
12642.0,1013.26,3,337.75333333333333,3,3,3039.7799999999997
12643.0,8304.82,12,692.0683333333333,12,3,24914.46
12644.0,1918.49,4,479.6225,4,3,5755.47
12645.0,3539.3,8,442.4125,8,3,10617.900000000001
12646.0,1346.97,2,673.485,2,3,4040.91
12647.0,16955.55,36,470.98749999999995,36,3,50866.649999999994
12648.0,1112.0,4,278.0,4,3,3336.0
12649.0,2294.65,8,286.83125,8,3,6883.950000000001
12650.0,314.44,1,314.44,1,3,943.3199999999999
12651.0,377.75,4,94.4375,4,3,1133.25
12652.0,1017.0300000000001,2,508.51500000000004,2,3,3051.09
12653.0,4160.83,3,1386.9433333333334,3,3,12482.49
12654.0,601.98,5,120.396,5,3,1805.94
12655.0,261.35,1,261.35,1,3,784.0500000000001
12656.0,6407.83,8,800.97875,8,3,19223.489999999998
12657.0,1643.18,4,410.795,4,3,4929.54
12658.0,686.05,1,686.05,1,3,2058.1499999999996
12659.0,91.68,1,91.68,1,3,275.04
12660.0,245.10000000000002,1,245.10000000000002,1,3,735.3000000000001
12661.0,162.0,1,162.0,1,3,486.0
12662.0,6726.54,20,336.327,20,3,20179.62
12663.0,239.4,2,119.7,2,3,718.2
12664.0,6070.04,11,551.8218181818182,11,3,18210.120000000003
12665.0,313.6,3,104.53333333333335,3,3,940.8000000000001
12666.0,1248.42,1,1248.42,1,3,3745.26
12667.0,620.13,1,620.13,1,3,1860.3899999999999
12668.0,11383.03,10,1138.303,10,3,34149.090000000004
12669.0,2744.0299999999997,3,914.6766666666666,3,3,8232.09
12670.0,3760.29,7,537.1842857142857,7,3,11280.869999999999
12671.0,2622.481,1,2622.481,1,3,7867.443000000001
12672.0,437.05,2,218.525,2,3,1311.15
12673.0,1230.02,3,410.00666666666666,3,3,3690.06
12674.0,1970.6,4,492.65,4,3,5911.799999999999
12675.0,957.25,2,478.625,2,3,2871.75
12676.0,2843.09,11,258.4627272727273,11,3,8529.27
12677.0,395.1,2,197.55,2,3,1185.3000000000002
12678.0,34281.18,21,1632.4371428571428,21,3,102843.54000000001
12679.0,1113.02,4,278.255,4,3,3339.06
12680.0,880.81,4,220.2025,4,3,2642.43
12681.0,29834.760000000002,45,662.9946666666667,45,3,89504.28
12682.0,22950.22,52,441.35038461538466,52,3,68850.66
12683.0,11633.7,21,553.9857142857143,21,3,34901.1
12684.0,2283.63,7,326.23285714285714,7,3,6850.89
12685.0,2863.08,6,477.18,6,3,8589.24
12686.0,89.14,1,89.14,1,3,267.42
12687.0,2138.91,2,1069.455,2,3,6416.73
12688.0,4873.81,1,4873.81,1,3,14621.43
12689.0,1247.6100000000001,2,623.8050000000001,2,3,3742.8300000000004
12690.0,389.01,1,389.01,1,3,1167.03
12691.0,1170.4,7,167.20000000000002,7,3,3511.2000000000003
12692.0,110.95,1,110.95,1,3,332.85
12693.0,1703.02,7,243.28857142857143,7,3,5109.0599999999995
12694.0,1843.35,3,614.4499999999999,3,3,5530.049999999999
12695.0,1407.1200000000001,7,201.0171428571429,7,3,4221.360000000001
12696.0,851.91,2,425.955,2,3,2555.73
12697.0,957.59,3,319.19666666666666,3,3,2872.7699999999995
12698.0,339.75,1,339.75,1,3,1019.25
12699.0,638.11,1,638.11,1,3,1914.33
12700.0,4939.99,4,1234.9975,4,3,14819.97
12701.0,2446.41,6,407.73499999999996,6,3,7339.23
12702.0,219.0,1,219.0,1,3,657.0
12703.0,1006.53,4,251.6325,4,3,3019.59
12704.0,2340.84,8,292.605,8,3,7022.52
12705.0,11762.1,14,840.15,14,3,35286.3
12707.0,603.42,1,603.42,1,3,1810.2599999999998
12708.0,5117.66,18,284.31444444444446,18,3,15352.98
12709.0,30291.76,34,890.9341176470588,34,3,90875.28
12710.0,1149.02,3,383.00666666666666,3,3,3447.06
12711.0,1339.05,2,669.525,2,3,4017.1499999999996
12712.0,6723.03,21,320.14428571428573,21,3,20169.090000000004
12713.0,848.55,1,848.55,1,3,2545.6499999999996
12714.0,14093.710000000001,12,1174.4758333333334,12,3,42281.130000000005
12715.0,343.36,1,343.36,1,3,1030.08
12716.0,1053.49,2,526.745,2,3,3160.4700000000003
12717.0,1308.91,3,436.30333333333334,3,3,3926.7300000000005
12718.0,238.25,1,238.25,1,3,714.75
12719.0,644.95,2,322.475,2,3,1934.8500000000001
12720.0,7787.28,30,259.57599999999996,30,3,23361.839999999997
12721.0,4013.08,8,501.635,8,3,12039.24
12722.0,997.63,4,249.4075,4,3,2992.89
12723.0,725.07,5,145.014,5,3,2175.21
12724.0,2317.52,7,331.07428571428574,7,3,6952.5599999999995
12725.0,2266.76,4,566.69,4,3,6800.280000000001
12726.0,4014.6,11,364.96363636363634,11,3,12043.8
12727.0,5679.53,10,567.953,10,3,17038.59
12728.0,1070.17,5,214.03400000000002,5,3,3210.51
12729.0,453.01,1,453.01,1,3,1359.03
12730.0,829.25,1,829.25,1,3,2487.75
12731.0,25775.71,17,1516.2182352941177,17,3,77327.13
12732.0,236.26000000000002,1,236.26000000000002,1,3,708.7800000000001
12733.0,2424.87,4,606.2175,4,3,7274.61
12734.0,639.65,3,213.21666666666667,3,3,1918.9499999999998
12735.0,779.5699999999999,2,389.78499999999997,2,3,2338.71
12736.0,234.0,1,234.0,1,3,702.0
12737.0,3710.5,2,1855.25,2,3,11131.5
12738.0,155.35,1,155.35,1,3,466.04999999999995
12739.0,2726.73,4,681.6825,4,3,8180.1900000000005
12740.0,427.6,1,427.6,1,3,1282.8000000000002
12741.0,406.07,2,203.035,2,3,1218.21
12742.0,1201.52,1,1201.52,1,3,3604.56
12743.0,540.13,2,270.065,2,3,1620.3899999999999
12744.0,25317.06,11,2301.550909090909,11,3,75951.18
12745.0,925.41,3,308.46999999999997,3,3,2776.2299999999996
12746.0,254.55,1,254.55,1,3,763.6500000000001
12747.0,8898.48,26,342.24923076923073,26,3,26695.44
12748.0,53539.64,336,159.34416666666667,336,3,160618.91999999998
12749.0,6897.36,9,766.3733333333333,9,3,20692.079999999998
12750.0,275.88,1,275.88,1,3,827.64
12751.0,268.27,1,268.27,1,3,804.81
12752.0,4366.78,1,4366.78,1,3,13100.34
12753.0,21429.39,6,3571.565,6,3,64288.17
12754.0,3010.74,3,1003.5799999999999,3,3,9032.22
12755.0,5236.26,11,476.0236363636364,11,3,15708.78
12756.0,112.08,1,112.08,1,3,336.24
12757.0,7834.650000000001,13,602.6653846153847,13,3,23503.950000000004
12758.0,9903.24,7,1414.7485714285715,7,3,29709.72
12759.0,5020.74,8,627.5925,8,3,15062.22
12760.0,347.8,1,347.8,1,3,1043.4
12761.0,782.95,2,391.475,2,3,2348.8500000000004
12762.0,1898.52,2,949.26,2,3,5695.5599999999995
12763.0,494.08,2,247.04,2,3,1482.24
12764.0,1693.88,1,1693.88,1,3,5081.64
12765.0,1404.58,6,234.09666666666666,6,3,4213.74
12766.0,8918.99,9,990.9988888888888,9,3,26756.97
12767.0,949.82,1,949.82,1,3,2849.46
12768.0,168.69,1,168.69,1,3,506.07
12769.0,1143.6,1,1143.6,1,3,3430.7999999999997
12770.0,3246.45,2,1623.225,2,3,9739.349999999999
12771.0,282.3,1,282.3,1,3,846.9000000000001
12772.0,892.47,1,892.47,1,3,2677.41
12773.0,124.25,1,124.25,1,3,372.75
12774.0,98.7,1,98.7,1,3,296.1
12775.0,1686.1200000000001,7,240.87428571428572,7,3,5058.360000000001
12776.0,55.5,1,55.5,1,3,166.5
12777.0,519.45,1,519.45,1,3,1558.3500000000001
12778.0,1775.68,9,197.29777777777778,9,3,5327.04
12779.0,6474.11,14,462.43642857142856,14,3,19422.329999999998
12780.0,337.4,1,337.4,1,3,1012.1999999999999
12781.0,826.74,2,413.37,2,3,2480.2200000000003
12782.0,4618.24,11,419.84,11,3,13854.72
12783.0,2225.91,6,370.98499999999996,6,3,6677.73
12784.0,1763.15,3,587.7166666666667,3,3,5289.450000000001
12785.0,1100.4,3,366.8,3,3,3301.2000000000003
12786.0,728.5000000000001,1,728.5000000000001,1,3,2185.5000000000005
12787.0,862.1800000000001,4,215.54500000000002,4,3,2586.54
12788.0,444.90000000000003,4,111.22500000000001,4,3,1334.7
12789.0,273.35,3,91.11666666666667,3,3,820.0500000000001
12790.0,591.85,2,295.925,2,3,1775.5500000000002
12791.0,863.51,6,143.91833333333332,6,3,2590.5299999999997
12792.0,827.01,2,413.505,2,3,2481.0299999999997
12793.0,885.53,3,295.1766666666667,3,3,2656.59
12794.0,860.41,2,430.205,2,3,2581.23
12795.0,430.48,1,430.48,1,3,1291.44
12796.0,381.0,1,381.0,1,3,1143.0
12797.0,552.08,2,276.04,2,3,1656.2400000000002
12798.0,8510.93,4,2127.7325,4,3,25532.79
12799.0,219.35,1,219.35,1,3,658.05
12800.0,584.25,3,194.75,3,3,1752.75
12801.0,1071.82,1,1071.82,1,3,3215.46
12802.0,2416.42,7,345.20285714285717,7,3,7249.26
12803.0,1092.81,1,1092.81,1,3,3278.43
12804.0,325.37,2,162.685,2,3,976.11
12805.0,1434.95,4,358.7375,4,3,4304.85
12806.0,2878.96,4,719.74,4,3,8636.880000000001
12807.0,330.35,1,330.35,1,3,991.0500000000001
12808.0,776.7,5,155.34,5,3,2330.1000000000004
12809.0,1755.94,3,585.3133333333334,3,3,5267.82
12810.0,534.99,2,267.495,2,3,1604.97
12811.0,1033.9,5,206.78000000000003,5,3,3101.7000000000003
12812.0,229.64000000000001,1,229.64000000000001,1,3,688.9200000000001
12813.0,1687.8,3,562.6,3,3,5063.400000000001
12814.0,125.92,1,125.92,1,3,377.76
12815.0,1063.46,2,531.73,2,3,3190.38
12816.0,572.2,2,286.1,2,3,1716.6000000000001
12817.0,690.98,3,230.32666666666668,3,3,2072.94
12818.0,1542.08,1,1542.08,1,3,4626.24
12819.0,540.52,1,540.52,1,3,1621.56
12820.0,2689.52,11,244.50181818181818,11,3,8068.5599999999995
12821.0,220.8,2,110.4,2,3,662.4000000000001
12822.0,948.88,2,474.44,2,3,2846.64
12823.0,6501.5,18,361.19444444444446,18,3,19504.5
12824.0,397.12,1,397.12,1,3,1191.3600000000001
12825.0,518.63,2,259.315,2,3,1555.8899999999999
12826.0,2800.75,12,233.39583333333334,12,3,8402.25
12827.0,430.15,3,143.38333333333333,3,3,1290.4499999999998
12828.0,1018.71,6,169.785,6,3,3056.13
12829.0,385.3,3,128.43333333333334,3,3,1155.9
12830.0,6814.64,6,1135.7733333333333,6,3,20443.92
12831.0,451.11,3,150.37,3,3,1353.33
12832.0,383.03000000000003,2,191.51500000000001,2,3,1149.0900000000001
12833.0,417.38,1,417.38,1,3,1252.1399999999999
12834.0,312.38,1,312.38,1,3,937.14
12835.0,5996.83,41,146.2641463414634,41,3,17990.489999999998
12836.0,6559.7300000000005,15,437.31533333333334,15,3,19679.190000000002
12837.0,662.66,2,331.33,2,3,1987.98
12838.0,2975.91,10,297.591,10,3,8927.73
12839.0,9669.12,26,371.8892307692308,26,3,29007.36
12840.0,4041.9700000000003,7,577.4242857142857,7,3,12125.91
12841.0,6958.2,40,173.95499999999998,40,3,20874.6
12842.0,1917.99,4,479.4975,4,3,5753.97
12843.0,6583.36,30,219.4453333333333,30,3,19750.079999999998
12844.0,648.6,4,162.15,4,3,1945.8000000000002
12845.0,354.09000000000003,4,88.52250000000001,4,3,1062.27
12846.0,15.58,1,15.58,1,3,46.74
12847.0,1609.0,2,804.5,2,3,4827.0
